emp_no,first_name,last_name,title
228008,Guozhong,Melski,Senior Engineer
226359,Chiranjit,Gihr,Staff
226313,Aiichiro,Christ,Senior Staff
223509,Haldon,Osgood,Senior Engineer
222859,Ewing,Serov,Engineer
220170,Aamer,McFarlan,Senior Engineer
217941,Garnik,Sadowski,Staff
215773,Ravishankar,Nannarelli,Senior Engineer
202190,Aemilian,Braccini,Senior Engineer
106928,Hongzhu,Merks,Senior Engineer
106650,Monique,Itzfeldt,Technique Leader
106547,Quingbo,dAstous,Senior Engineer
105932,Nahla,Hebden,Senior Engineer
104838,Kolar,Dalton,Senior Engineer
92090,Felicidad,Snyers,Staff
89581,Bojan,Schueller,Senior Engineer
89038,Troy,Kambil,Senior Engineer
87948,Subhash,Kalafatis,Engineer
81907,Jouko,Merkl,Staff
81891,Gill,Usery,Staff
76687,Heeju,Siochi,Senior Engineer
76679,Moie,Rullman,Engineer
71323,Shunichi,Brizzi,Engineer
63212,Baocai,Marsiglia,Senior Engineer
61052,Shaowen,Flowers,Staff
43218,Hatim,Staelin,Senior Engineer
21741,Muneo,Raoux,Senior Engineer
21675,Vishu,Genin,Engineer
19546,Kwan,Penz,Engineer
18850,Shigeo,Erbe,Senior Engineer
14763,Ayakannu,Hedayat,Senior Engineer
495047,Tetsushi,Barbanera,Senior Staff
493901,Doowon,Gischer,Senior Staff
488063,Seongbae,Yurov,Senior Engineer
481221,Teiji,Gente,Senior Staff
472537,Mizuhito,Quittner,Senior Staff
469112,Cordelia,Tomescu,Senior Staff
458017,Sampalli,Pellegrinelli,Senior Staff
452714,Saniya,Ohori,Senior Staff
433433,Shem,Koprowski,Staff
427182,Moti,Petereit,Senior Staff
425990,Zhilian,Pell,Senior Staff
416823,Indrajit,Guerreiro,Engineer
414381,King,Thombley,Senior Engineer
412885,Elvis,Couchot,Senior Engineer
411524,Chinhyun,Nollmann,Senior Engineer
403026,Djenana,Baik,Senior Staff
292743,Fan,Itzfeldt,Staff
290453,Radhakrishnan,Nergos,Engineer
289134,Uinam,Engberts,Engineer
283215,Mabo,Chelton,Senior Engineer
281912,Aiichiro,Gewali,Senior Engineer
278008,Krassimir,Merle,Senior Staff
277946,Gonzalo,Anandan,Senior Staff
276820,Divier,Stentiford,Senior Staff
272859,Sachin,Plavsic,Senior Engineer
272577,Mark,Glinert,Senior Engineer
269893,Tayeb,McAlpine,Senior Staff
268920,Danny,Hammerschmidt,Senior Staff
263941,Leah,Gente,Engineer
256178,Randi,Lortz,Senior Engineer
239362,Susumu,Lorin,Senior Staff
232590,Eldridge,Prochazka,Senior Staff
229449,Poornachandra,Valtorta,Engineer
228473,Sailaja,Kroon,Technique Leader
222036,Serenella,Thiria,Senior Staff
217973,Geoffry,Underwood,Senior Engineer
215521,Weiyi,Peha,Senior Engineer
213778,Licheng,Pintelas,Senior Staff
208741,Amalendu,Sadowski,Senior Staff
90673,Younwoo,Hutton,Senior Engineer
90239,Kokou,Conde,Technique Leader
86654,Jeane,Taubenfeld,Senior Staff
84030,Fun,Vitiello,Technique Leader
80467,Zhongwei,Bail,Staff
68126,Kotesh,Bauknecht,Senior Staff
61499,Arunachalam,Krohm,Engineer
55945,Becky,Biros,Assistant Engineer
53642,Navin,Erdi,Senior Staff
47401,Arco,Thisen,Technique Leader
46347,Nadjib,Standera,Senior Engineer
30120,Francoise,Ghelli,Engineer
27880,Yinlin,Poujol,Senior Engineer
27856,Lokesh,Holburn,Senior Engineer
27254,Trygve,Sewelson,Senior Engineer
25102,Ramalingam,Bednarek,Senior Engineer
16988,Xiong,Peron,Senior Staff
495742,Jaewon,Lubachevsky,Senior Engineer
483698,Nectarios,Brobst,Senior Engineer
471145,Berry,Zaccaria,Engineer
469383,Uli,Malinowski,Engineer
456906,Houman,Flexer,Senior Engineer
453893,Leszek,Jenevein,Senior Engineer
449950,Shen,Rissland,Engineer
447948,Juichirou,Gornas,Senior Staff
447906,Atilio,Schaft,Senior Engineer
442178,Saddek,Bednarek,Senior Staff
427544,Kristin,Kalsbeek,Staff
426182,Shuho,Malinowski,Staff
423582,Khosrow,Picci,Senior Engineer
410941,Gennadi,Theuretzbacher,Engineer
409767,Maja,Ruther,Senior Staff
408904,Fabrizio,Karner,Senior Engineer
405282,Mang,Birge,Staff
298742,Bowen,Cromarty,Senior Staff
288334,Arunas,Herber,Senior Engineer
286799,Rosalyn,Kopetz,Senior Staff
281710,Ibibia,Thiran,Staff
281423,Sajjad,Schwabacher,Senior Engineer
277694,Ute,Androutsos,Senior Staff
277542,Aran,Riexinger,Engineer
272695,Wuxu,Heystek,Senior Staff
270095,JoAnne,Matzov,Senior Engineer
268742,Gianluca,Halloran,Senior Engineer
263143,Berhard,Baca,Engineer
262919,Naftali,Gist,Senior Staff
260808,Val,Cappello,Senior Engineer
258925,Ekawit,Ramaiah,Engineer
245416,Mohammad,Junet,Senior Engineer
239474,Wilmer,Colorni,Senior Staff
230737,Hsiangchu,Hagimont,Senior Engineer
217209,Hugh,Shackell,Senior Staff
215345,Toshimori,Hertweck,Senior Staff
213800,Mang,Erez,Senior Engineer
202134,Etsuo,Swab,Senior Engineer
103040,Kamran,Lorie,Senior Engineer
89458,Valery,McFarlin,Staff
80280,Trygve,Doering,Senior Staff
79958,Xinglin,Versino,Senior Engineer
78511,Pramod,Mitina,Senior Engineer
69666,Jongsuk,Khalil,Senior Staff
65738,Ramachenga,Marrakchi,Senior Staff
63520,Duro,Kermarrec,Engineer
56643,Jayson,Ghazalie,Senior Staff
55205,Phuoc,Peltason,Senior Staff
49656,Tetsurou,Hutton,Staff
46367,Aloys,Nicolson,Senior Staff
38201,Anoosh,Erdi,Senior Engineer
15248,Edwin,Baar,Senior Staff
14281,Hidekazu,Stavenow,Senior Engineer
498885,Wilmer,Iisaku,Senior Engineer
485352,Jacqueline,Fraisse,Senior Staff
480883,Hitofumi,Rouquie,Senior Staff
476950,Gou,Flasterstein,Senior Staff
476166,Subhada,Quittner,Senior Staff
461786,Adel,Krohm,Staff
447859,Zhenbing,Cincotta,Staff
439395,Chuanyi,Genther,Staff
437649,Jiafu,Muhling,Senior Staff
433230,Christ,Molenaar,Senior Staff
430784,Manohar,Eickenmeyer,Assistant Engineer
430316,Otmar,Ellozy,Senior Engineer
418491,Aram,Constantine,Senior Staff
417609,Dhritiman,Thombley,Senior Engineer
410678,Rajmohan,Stassinopoulos,Senior Staff
408197,Dietrich,Zultner,Senior Staff
405427,Bernd,Herber,Engineer
289188,Munenori,Muntz,Staff
277853,Manibrata,Bale,Senior Staff
276531,Michaela,Litvinov,Senior Staff
273012,Boutros,Marrevee,Technique Leader
269779,Kazuhisa,Syang,Senior Engineer
263630,Ute,Terekhov,Senior Staff
263107,Vitaly,Ventosa,Senior Staff
257507,Junsik,Glowinski,Senior Staff
256433,Shahab,Speek,Senior Engineer
242461,Sham,Gente,Senior Staff
241472,Jianhao,Slobodova,Technique Leader
236179,Pintsang,Szilard,Technique Leader
234668,Basem,Loncour,Senior Engineer
210033,Chanjung,Ghandeharizadeh,Senior Engineer
209442,Demos,Marzano,Staff
202717,Moriyoshi,Wielonsky,Senior Engineer
108872,Sham,Klerer,Senior Staff
101774,Heekeun,Baba,Senior Engineer
98212,Sham,Slutz,Senior Engineer
95146,Remzi,Serov,Senior Engineer
76705,Alair,Suermann,Senior Staff
74922,Etsuo,Milicic,Senior Engineer
56146,Gilbert,Glowinski,Technique Leader
43386,Tomokazu,Dahlbom,Engineer
42857,Sedat,Bojadziev,Engineer
18186,Aria,Schaap,Senior Staff
13913,Xinan,Yoshizawa,Technique Leader
496484,Vugranam,Attimonelli,Engineer
495294,Zhigen,Desikan,Senior Engineer
492367,Chuanti,Pellegrinelli,Senior Staff
486999,Jinxi,Tetzlaff,Senior Staff
443676,Masasuke,Gide,Senior Staff
442763,Weidon,Barriga,Senior Staff
441059,Perla,Borstler,Technique Leader
435598,Remko,Peltason,Senior Engineer
434578,Rimon,Cangellaris,Senior Engineer
416631,Leif,Showalter,Assistant Engineer
415033,Bowen,Ermel,Senior Engineer
404474,Mats,Sethi,Engineer
299423,Guozhong,Schmittgen,Staff
293960,Fay,Besselaar,Staff
292062,Koldo,Weisert,Senior Engineer
292032,Herb,Siprelle,Senior Staff
276087,Baziley,Schieder,Senior Staff
274068,Yuuichi,Arlazarov,Senior Staff
273158,Kristinn,McClurg,Senior Engineer
272344,Mamdouh,Vesna,Senior Staff
269695,Slavian,Kadhim,Technique Leader
264798,Kristine,Bennet,Senior Engineer
262354,Leon,Bratsberg,Senior Engineer
260031,Deborah,Michaels,Senior Engineer
258767,Mingzeng,Czaja,Senior Staff
256480,Demos,Ghemri,Senior Engineer
255369,Valeri,Luft,Senior Staff
248486,Karoline,Nishimukai,Senior Staff
245301,Wonhee,Uhrig,Senior Staff
236561,Peternela,Thambidurai,Senior Staff
236282,Przemyslawa,Weedman,Senior Engineer
234848,Xiaobin,Bael,Senior Engineer
230008,Sajjan,Angelopoulos,Senior Staff
229937,Huiqun,Butner,Senior Staff
222891,Honglan,Anido,Senior Staff
202000,Erzsebet,Passino,Senior Engineer
201453,Guttorm,Hainaut,Senior Engineer
201003,Gully,Gaughan,Senior Engineer
106777,Gad,Speer,Senior Staff
103176,Khue,Pelc,Senior Staff
98331,Wonhee,VanScheik,Staff
97230,Gen,Peak,Staff
92752,Uzi,Sadowski,Engineer
86676,Aiichiro,Thummel,Staff
82080,Tianruo,Iisaku,Technique Leader
79544,Martial,Restivo,Senior Staff
77414,Kwun,Lienhardt,Senior Engineer
72083,Christoper,Cincotta,Staff
71100,Taisook,Karnin,Engineer
65958,Heon,Bierman,Senior Staff
62846,Menkae,Walston,Senior Engineer
46055,Charlene,Fabrizio,Senior Engineer
45399,Masato,Farris,Senior Engineer
14560,Elrique,Driscoll,Senior Engineer
498145,Taisook,Kusalik,Senior Engineer
497212,Yakichi,Lambe,Senior Staff
484933,Masako,Beerel,Senior Staff
483033,Jongsuk,Percebois,Senior Staff
479919,Marke,Pauthner,Technique Leader
479218,Adil,Pargas,Senior Staff
458808,Xinglin,Warwick,Engineer
453719,Arie,Kranzdorf,Senior Engineer
429625,Evgueni,Hopewell,Senior Engineer
423701,Yinlin,Bellone,Senior Engineer
417780,Honglan,Tomescu,Senior Engineer
406608,Tomoyuki,Spataro,Engineer
299974,Garnet,Ranum,Technique Leader
292347,Krisda,Papastamatiou,Staff
288115,Xinyu,Bahl,Senior Engineer
287190,Lobel,Malabarba,Senior Engineer
286418,Tomokazu,Daescu,Senior Staff
260779,Stepehn,Rando,Staff
257515,Zhenhua,Tzvieli,Senior Engineer
242162,Yinghua,Bodoff,Senior Staff
240434,Yolla,Ranst,Technique Leader
236362,Baocai,Luan,Engineer
235732,Vishwani,Janocha,Engineer
233077,JoAnna,Georgatos,Senior Staff
223173,Kauko,Sidje,Senior Engineer
201810,Sadegh,Syang,Engineer
103512,Youjian,Bach,Staff
90911,Aemilian,Shinomoto,Senior Staff
88464,Leszek,Luders,Senior Engineer
85015,Lijia,Lipner,Senior Staff
83696,Satosi,Passafiume,Senior Staff
80422,Luerbio,Pollock,Senior Staff
74168,Jungsoon,Weedon,Senior Staff
71398,Sanjeeva,Krohn,Senior Staff
71341,Seongbin,Tetzlaff,Engineer
67228,Fumitaka,Hammerschmidt,Technique Leader
58646,Froduald,Goodrum,Senior Engineer
44394,Eran,Thombley,Technique Leader
43143,Wilmer,Chachaty,Senior Engineer
39866,Xiaoqiu,McFarlan,Senior Engineer
39087,Marin,Luders,Senior Engineer
37546,Debaprosad,Menhardt,Senior Engineer
36915,Akemi,Ferriere,Assistant Engineer
30769,Berry,Frolund,Senior Staff
28844,Chiranjit,Hiltgen,Senior Engineer
26333,Heather,Conta,Engineer
25034,Odinaldo,Petersohn,Senior Engineer
490724,Fabrizio,Tsukune,Staff
488263,Cristinel,Lamparter,Technique Leader
488137,Youssef,Luce,Senior Engineer
486767,Shigeu,Chelton,Staff
485895,Vincent,Tyugu,Senior Staff
483959,Yaghout,Welham,Engineer
478157,Souichi,DiGiano,Senior Engineer
474839,Shigeo,Sluis,Technique Leader
464051,Horward,Worfolk,Senior Staff
459020,Shiv,Peha,Senior Engineer
455182,Khoa,Hofman,Senior Staff
420387,Shounak,Rodiger,Senior Staff
414649,Xiaoqiu,Herath,Senior Engineer
412141,Arun,Bernick,Senior Staff
411016,Yurij,Itzfeldt,Senior Engineer
409933,Alejandra,Nergos,Technique Leader
409028,Steve,Hebden,Senior Staff
402580,Constantino,Koyama,Senior Staff
299766,Christophe,Wursthorn,Engineer
279249,Alagu,Litecky,Staff
275435,Fumiya,Gluchowski,Senior Staff
272118,Shigehiro,Ertl,Senior Engineer
271117,LiMin,Gulik,Senior Staff
261440,Susanta,Reeken,Senior Staff
255865,Sachio,Heuser,Senior Engineer
250103,Hatem,Szemeredi,Senior Engineer
238072,Oksana,Karnin,Senior Engineer
234066,Pranay,Haddadi,Staff
233118,Fusako,Otillio,Senior Engineer
215680,Lokesh,Billingsley,Engineer
214281,Toshiki,Erez,Staff
213445,Zvonko,Trachtenberg,Senior Engineer
206564,Mona,McFarlan,Senior Staff
205260,Moon,Besselaar,Senior Engineer
109938,Kinh,Isard,Senior Engineer
108887,Yuchang,Stranks,Senior Engineer
103654,Udo,Lorho,Engineer
84585,Shen,Eppinger,Senior Engineer
82669,Froduald,Welham,Senior Staff
68528,Sailaja,Ghalwash,Senior Engineer
67774,Jongsuk,Fabrizio,Senior Engineer
58835,Van,Vigier,Senior Engineer
55947,Narain,Asmuth,Engineer
54495,Elliott,Kaltofen,Senior Staff
53792,Aris,Lampe,Engineer
48860,Otmar,Polajnar,Senior Engineer
47127,Jenwei,Curless,Senior Engineer
43783,Houman,Hmelo,Engineer
39652,Kitty,Keirsey,Senior Engineer
30515,Surveyors,Walstra,Senior Staff
25633,Haldon,Azumi,Senior Staff
16551,Sadegh,Ranon,Senior Engineer
13412,Ranga,Erdmenger,Staff
498593,Sibyl,Cyre,Senior Engineer
496520,Huan,Ritzmann,Senior Engineer
496195,IEEE,Thibadeau,Engineer
494162,Anestis,Cangellaris,Engineer
493889,Badri,Lowrie,Senior Staff
485991,Mario,Gist,Senior Engineer
475077,Claude,Ouhyoung,Senior Staff
473416,Karlis,Kieras,Senior Staff
464033,Fan,Beilner,Senior Engineer
463081,Leen,Chaudhury,Senior Engineer
458569,Flemming,Vecchi,Senior Staff
457265,Sangeeta,Zeilberger,Senior Engineer
456521,Ebbe,Wynblatt,Senior Engineer
452568,Kotesh,Mitzlaff,Senior Engineer
433495,Xiping,Snedden,Senior Staff
431068,Mary,Edelhoff,Senior Staff
424109,Iara,Halevi,Senior Staff
423589,Niranjan,Peot,Engineer
409267,Zijian,Roisin,Senior Engineer
408474,Rosli,Krohn,Senior Staff
402689,Adit,Anguita,Technique Leader
294949,Szabolcs,Danecki,Staff
291580,Nidapan,Gniady,Senior Engineer
286615,Lokesh,Eterovic,Senior Staff
285047,Sashi,Bail,Staff
283559,Odoardo,Solovay,Senior Staff
279834,Susanna,Eugenio,Senior Staff
277452,Maia,Wiegley,Engineer
271305,Lena,Zolotykh,Engineer
270958,Miyeon,Laurillard,Staff
255911,Bingning,Gladwell,Senior Engineer
251011,Yongdong,Delgrange,Staff
242403,Toshimi,Sigstam,Senior Engineer
241463,Tadahiko,Fritzsche,Technique Leader
227643,Luise,Felcyn,Staff
226118,Haldon,Haraldson,Staff
225798,Mostafa,Angot,Staff
222510,Honglan,Speckmann,Senior Engineer
222113,Lobel,Gilg,Senior Staff
218562,Arvin,Furudate,Senior Engineer
216500,Angus,Eldridge,Senior Engineer
211171,Xudong,Setiz,Senior Engineer
205150,Denis,Murthy,Senior Engineer
109402,Martijn,Roisin,Engineer
98374,Karlis,Kossowski,Staff
93479,Adas,Lieblein,Engineer
84467,Hilari,Ramras,Senior Staff
83895,Hyuncheol,Pettey,Technique Leader
81063,Vitali,Narahari,Staff
80962,Ute,Broder,Senior Staff
79002,Lena,Pappas,Senior Engineer
73911,Ziya,Syrotiuk,Senior Staff
60881,Ugo,Nourani,Senior Staff
60103,Hinrich,Markovitch,Senior Staff
59130,Mingsen,Baja,Engineer
58515,Radhia,Hertweck,Senior Staff
51890,Margo,Thiria,Senior Engineer
43367,Conal,Kisuki,Senior Engineer
36738,Valeri,Haddadi,Senior Staff
35882,Sushant,Hambrick,Senior Engineer
19049,Breannda,Picht,Senior Staff
16934,Collette,Sanella,Engineer
16266,Mikhail,Sethi,Senior Staff
499909,Yoshinari,Thummel,Senior Engineer
499797,Wayne,Hutter,Senior Staff
494506,Fabrizio,Ozeri,Senior Staff
488163,Arunachalam,Schneeberger,Senior Staff
487517,Gopalakrishnan,McClurg,Senior Staff
483919,Faiza,Zlotek,Senior Staff
479070,Valery,Ozeri,Staff
474824,Zhonghua,Vernadat,Senior Staff
471353,Ayonca,Naumovich,Senior Staff
466440,Gill,Morton,Senior Staff
464865,Jordanka,Hofmeyr,Engineer
451641,Elzbieta,Ullian,Senior Staff
448572,Shigeu,Szilard,Senior Engineer
445202,Gudjon,Sanella,Senior Engineer
442457,Zhigen,Jahnichen,Senior Engineer
440652,Nahum,Garnier,Senior Engineer
440584,Izaskun,Maccarone,Senior Engineer
437883,Pantung,Kalafatis,Senior Engineer
436151,Huai,Cmelik,Senior Engineer
431214,Navid,DuCasse,Senior Staff
427869,Marjo,Rubsam,Senior Staff
425009,Kazuhide,Schaad,Staff
424416,Geraldo,Showalter,Senior Staff
424230,Irena,Sridhar,Senior Staff
415448,Shih,Wossner,Senior Engineer
415218,Vojin,Herber,Senior Staff
413772,Xumin,Lodder,Senior Engineer
409935,Howell,Gronowski,Senior Engineer
406894,Giri,Curless,Senior Engineer
404682,Gian,Chachaty,Engineer
296555,Tuval,Chiodo,Senior Staff
293251,Tokuyasu,Bruckman,Engineer
292539,Takahito,Rodite,Senior Staff
287385,Christoper,Porenta,Senior Engineer
286632,Bingning,Ghemri,Staff
284454,Ravishankar,Leppanen,Senior Engineer
266934,Guadalupe,Pavlopoulou,Senior Engineer
264292,Boguslaw,Frolund,Engineer
259392,Mary,Jansen,Senior Engineer
253055,Ebru,Syang,Senior Engineer
251055,Ghassan,Kropf,Senior Staff
245402,Dinkar,Kropp,Senior Staff
224576,Dung,Rahier,Senior Staff
223809,Mahendra,Wuwongse,Senior Staff
218912,Dzung,Ouhyoung,Senior Engineer
218459,Xiaoqiu,Casley,Senior Engineer
208151,Kristine,Ramsak,Senior Engineer
205439,Poorav,Compeau,Senior Engineer
202687,Adib,Zirintsis,Technique Leader
108695,Mrinalini,Zeilberger,Senior Engineer
101651,Trygve,Templeman,Senior Engineer
101525,Manibrata,Chaudhuri,Senior Staff
97694,Girolamo,Cummings,Senior Engineer
96156,Nevin,Stille,Staff
94414,Yuuichi,Roohalamini,Senior Staff
91392,Rimon,Junet,Senior Staff
91274,Khalid,Gecsel,Senior Engineer
84121,Domenick,Erni,Staff
79656,Howell,Fiebach,Engineer
73391,Eben,Bierman,Senior Staff
70666,Ronghao,Veeraraghavan,Senior Staff
69835,Deborah,Birdsall,Senior Engineer
67730,Elliott,Swiss,Senior Staff
66262,Mona,Frezza,Senior Engineer
59007,Patricio,Hiltgen,Senior Engineer
55777,Prodip,Chorvat,Senior Engineer
33983,Tesuya,Denis,Senior Engineer
32745,Lucian,Menhoudj,Staff
30364,Miquel,Byoun,Senior Engineer
25772,Greger,Marrevee,Senior Staff
494297,Adib,Dehkordi,Senior Engineer
491847,Danel,Mitzlaff,Senior Staff
478474,Satyanarayana,Murthy,Senior Engineer
462291,Vatsa,Kornatzky,Senior Engineer
457158,Isamu,Socorro,Senior Staff
452109,IEEE,Ghalwash,Senior Staff
451993,Hiroyasu,Hiroyama,Senior Engineer
450495,Isaac,Boguraev,Assistant Engineer
434949,Hausi,Lores,Senior Engineer
430999,Khatoun,Ranon,Senior Staff
410307,Aleksander,Simmen,Senior Staff
402675,Charlene,Merks,Senior Engineer
287760,Adit,Barreiro,Senior Staff
285630,Mariusz,Vernadat,Senior Staff
281458,Niranjan,Biron,Senior Staff
280848,Cordelia,Constantine,Staff
273754,Kristin,Chartres,Staff
266061,Marjo,Restivo,Senior Engineer
265625,Xuejun,Bolsens,Senior Engineer
256923,Shaunak,Neimat,Senior Staff
247086,Boaz,Mundy,Senior Staff
222195,Shaw,Beetstra,Senior Engineer
219545,Fayez,Harbusch,Senior Engineer
218210,Kinh,Nitto,Senior Staff
214499,Takahira,Schade,Senior Staff
206697,Billie,Quaggetto,Staff
107720,Zhanqiu,Cools,Senior Engineer
90442,Suzette,Merkl,Senior Staff
86602,Makato,Sigstam,Senior Staff
83503,Isaac,Hiraishi,Technique Leader
80031,Wayne,Bach,Senior Engineer
75051,Roddy,Mansanne,Senior Staff
72077,Reuven,Juneja,Senior Staff
52369,Manohar,Sewelson,Senior Staff
47120,Takahiro,Casperson,Senior Engineer
39462,Basil,Luit,Senior Engineer
15563,Constantino,Zykh,Senior Staff
13853,Mingsen,Roohalamini,Senior Staff
11376,Valery,Suomi,Senior Staff
490462,Manibrata,Fraisse,Technique Leader
466202,Geoffrey,Rissland,Senior Staff
443906,Bluma,Restivo,Staff
433483,Zine,Hambrick,Senior Engineer
433073,Menkae,Dymetman,Senior Staff
426865,Demos,Krohn,Senior Engineer
426254,Jenwei,Kornyak,Senior Engineer
424910,Weiye,Miara,Senior Staff
420874,Jinya,Hiyoshi,Senior Staff
420504,Gen,Restivo,Senior Staff
418283,Jolita,Hutton,Engineer
407928,Szabolcs,Bellone,Senior Staff
401459,Moheb,Delgrande,Engineer
299632,Martijn,Schnelling,Staff
294664,Aran,Keirsey,Senior Staff
292023,Demos,Rullman,Staff
280616,Sreekrishna,Pepe,Senior Staff
268195,Neven,Weisert,Senior Staff
264441,Horward,Sinitsyn,Senior Engineer
261130,Brigham,Stassinopoulos,Senior Engineer
258938,Tse,Bugaenko,Senior Engineer
251456,Tua,Raney,Staff
249731,Fumitaka,Weiland,Senior Engineer
249052,Houman,Awdeh,Assistant Engineer
242863,Debaprosad,Otillio,Senior Staff
230659,Utz,Trachtenberg,Engineer
229092,Fumiya,Morrin,Engineer
222736,Nevin,Sevcikova,Senior Engineer
216205,Annemarie,Joslin,Senior Staff
215020,Xiadong,Flexer,Engineer
212341,Maya,Lenart,Senior Engineer
109392,Sajjad,Picco,Senior Staff
106795,Arlette,Binding,Engineer
102220,Deborah,Poehlman,Technique Leader
96647,Eirik,Clouatre,Senior Staff
92136,Isaac,Kamber,Senior Engineer
91510,Chandrasekaran,Murthy,Senior Engineer
88089,Kwok,Alpin,Senior Engineer
79628,Arlette,Terlouw,Senior Engineer
79093,Shahab,Bridgland,Staff
79049,Lijie,Besancenot,Senior Staff
78820,Shih,Schrift,Staff
74156,Bodo,Lovengreen,Senior Staff
73914,Atreyi,Smailagic,Senior Engineer
66500,Chinya,Avouris,Senior Staff
54799,Somnath,Oehlmann,Senior Staff
49342,Xumin,Mungall,Senior Staff
41181,Paddy,Delgrossi,Senior Engineer
37064,Xinan,Rehfuss,Senior Engineer
25720,Moie,Majewski,Senior Engineer
25190,Paris,Khasidashvili,Senior Staff
19037,Lucien,Bernardeschi,Senior Engineer
18983,Krister,Jenevein,Senior Engineer
17900,Sakthirel,Belinskaya,Senior Engineer
17520,Shahab,Keohane,Senior Engineer
16005,Udo,Sundgren,Senior Staff
15365,Mikhail,Schiettecatte,Senior Engineer
498444,Divine,Kornatzky,Senior Engineer
493173,Huican,Sury,Staff
490850,Akeno,Karunanithi,Senior Staff
479922,Yifei,Copas,Senior Engineer
475462,Bikash,Marquardt,Senior Staff
474578,Rosalyn,Kenevan,Staff
465929,Sachem,Krone,Senior Staff
457478,Rosalie,Joslin,Senior Engineer
453593,Sham,Lally,Senior Staff
452610,Ayonca,Krohm,Engineer
442275,Eric,Kropf,Senior Engineer
439103,Tianruo,Baer,Senior Staff
431102,Haldun,Sidhu,Engineer
427296,Patricia,Marletta,Assistant Engineer
426174,Youjian,Gips,Senior Staff
424951,Qunsheng,Foong,Senior Staff
419669,Florina,Monarch,Senior Staff
415866,Rosita,Leonhardt,Engineer
415523,Neelam,Luef,Senior Staff
414558,Mooi,Chepyzhov,Senior Staff
409005,Yishay,Gustavson,Senior Engineer
401220,Munenori,Vidya,Senior Staff
298693,Taiji,Basawa,Engineer
292413,Kristian,Belinskaya,Senior Engineer
291742,Aamod,Pietracaprina,Engineer
290561,Genki,Melter,Senior Staff
287761,Patricia,Pargaonkar,Staff
287081,Basem,Prampolini,Senior Engineer
285403,Arvin,Narahara,Staff
285129,Zhonghua,Nitto,Staff
284201,Shmuel,Gils,Senior Engineer
279707,Makato,Broder,Senior Engineer
270008,Tetsushi,England,Senior Engineer
269811,Khoa,Jansch,Senior Staff
269576,Odoardo,Herath,Staff
268616,Conal,Adachi,Senior Engineer
266867,Kirk,Isaak,Staff
263990,Radhika,Ruther,Senior Staff
260192,Murthy,Schlegelmilch,Staff
258969,Jungsoon,Brandsma,Senior Engineer
255318,Uma,Thimonier,Senior Staff
254798,Takanari,Famili,Senior Staff
251774,Kwan,Cunliffe,Senior Engineer
248264,Niteen,Ligten,Senior Engineer
248019,Adel,McDermid,Senior Staff
240086,Demos,Tasistro,Technique Leader
228173,Heng,Heyers,Senior Engineer
226112,Susanna,Gomatam,Senior Staff
225390,Mechthild,Middleton,Senior Staff
225315,Piyawadee,Choobineh,Engineer
218350,Salvador,Dymetman,Senior Engineer
214121,Saddek,Luks,Senior Engineer
213274,Hugo,Quadeer,Senior Staff
212830,Dines,Lenart,Senior Engineer
206625,Naraig,Frolund,Senior Engineer
204428,Yuping,Chandrasekhar,Engineer
203258,Shaw,Garigliano,Engineer
104126,Torsten,Kolvik,Staff
98388,Vasiliy,Zuberek,Technique Leader
97129,Masasuke,Murthy,Senior Staff
94849,Shao,Koshino,Technique Leader
82057,Spyrose,Fetvedt,Senior Engineer
77106,Shuho,Perri,Engineer
74728,Gurbir,Jarecki,Senior Staff
68242,Jeanna,Daescu,Senior Staff
62793,Beshir,Klerer,Senior Engineer
58523,Prasadram,Bazelow,Senior Engineer
47423,Vasiliy,Thorensen,Senior Engineer
46466,Eberhardt,Cusworth,Senior Engineer
34720,Masamitsu,Narlikar,Senior Engineer
33823,Greger,Hebert,Senior Staff
30775,Susanna,Ecklund,Engineer
26188,Karlis,Hartvigsen,Senior Staff
22616,Jianwen,Suwa,Senior Staff
22296,Leni,Petersohn,Staff
12986,Khun,Hennebert,Senior Engineer
491212,Irene,Kleiser,Senior Staff
485926,Hilari,Beausoleil,Senior Engineer
485591,Peternela,Pleszkun,Technique Leader
481983,Odysseas,Servieres,Senior Engineer
477566,Anwar,Gelosh,Staff
477389,Abdulah,Claffy,Senior Staff
476812,Bartek,Nergos,Senior Staff
474921,Aimee,Baak,Senior Staff
465329,Ortrud,Masamoto,Senior Staff
449599,Aloke,Baig,Senior Staff
449082,Barry,Merey,Senior Engineer
442612,Huiqun,Peron,Staff
442350,Kagan,Kriebel,Staff
432865,Mitsuyuki,Serra,Staff
429991,Rosine,Picco,Senior Staff
417872,Sreekrishna,Yamaashi,Senior Staff
416719,Lijie,Coorg,Senior Engineer
407822,Manohar,Birch,Staff
298592,Jiann,Bakhtari,Engineer
298489,Subbu,Boreale,Senior Staff
296529,Yahiko,Vernadat,Engineer
291093,Naftali,Birdsall,Technique Leader
289878,Adam,Beznosov,Senior Engineer
287408,Gladys,Chaudhuri,Senior Staff
285652,Tomokazu,Gewali,Senior Engineer
281991,Doohun,Krybus,Staff
268985,Unal,Sichman,Senior Engineer
268307,Mana,Schiettecatte,Senior Engineer
260567,Lenore,Lorho,Staff
259351,Takahito,Mungall,Staff
256929,Gadiel,Anguita,Staff
256235,Oguz,Halevi,Senior Staff
248713,Valter,Gaughan,Engineer
